v_products_model;v_preorder;v_products_name_1;v_products_description_1;v_products_image;v_products_price;v_products_roznica;v_categories_image_1;v_categories_name_1_1;v_categories_image_2;v_categories_name_2_1;v_categories_image_3;v_categories_name_3_1;v_categories_image_4;v_categories_name_4_1;v_categories_image_5;v_categories_name_5_1;v_categories_image_6;v_categories_name_6_1;v_categories_image_7;v_categories_name_7_1;v_manufacturers_name;v_mo_image_1;v_mo_image_2;v_mo_image_3;v_mo_image_4;v_mo_image_5;EOREOR
"280122";"no";"Флогер S&M Fancy Leather Floger, WHITE";"Флогер (многохвостая гладкая плеть) состоит из тонких полос мягкой телячьей кожи высокого качества. Ручка сформирована при помощи заклепок из нержавеющей стали. Данная плеть представляет собой эксклюзивный девайс с 12 хвостами. По толщине и структуре кожи этот флогер относится к мягким видам прелюдии и рабочим девайсам. Его преимущество в том, что им можно практически не сдерживаться при любого рода воздействиях в пределах безопасности. Такая длительная работа применяется, прежде всего, при разогреве (начале флагелляции). Для дополнительного комфорта имеется петля, которая одевается на руку.";"280122.jpg";"4.99";"319";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"ПЛЕТИ, СТЕКИ, ШЛЕПАЛКИ";"";"";"";"";"";"";"";"";"";"";"sLash";"280122-1.jpg";"280122-2.jpg";"";"";"";EOREOR
"280130";"no";"Флогер S&M Fancy Leather Floger, RED";"Флогер (многохвостая гладкая плеть) состоит из тонких полос мягкой телячьей кожи высокого качества. Ручка сформирована при помощи заклепок из нержавеющей стали. Данная плеть представляет собой эксклюзивный девайс с 12 хвостами. По толщине и структуре кожи этот флогер относится к мягким видам прелюдии и рабочим девайсам. Его преимущество в том, что им можно практически не сдерживаться при любого рода воздействиях в пределах безопасности. Такая длительная работа применяется, прежде всего, при разогреве (начале флагелляции). Для дополнительного комфорта имеется петля, которая одевается на руку.";"280130.jpg";"4.99";"319";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"ПЛЕТИ, СТЕКИ, ШЛЕПАЛКИ";"";"";"";"";"";"";"";"";"";"";"sLash";"280130-1.jpg";"24501_2.jpg";"24501_3.jpg";"";"";EOREOR
"280131";"no";"Флогер S&M Fancy Leather Floger, RED";"Флогер (многохвостая гладкая плеть) состоит из тонких полос мягкой телячьей кожи высокого качества. Ручка сформирована при помощи заклепок из нержавеющей стали. Данная плеть представляет собой эксклюзивный девайс с 12 хвостами. По толщине и структуре кожи этот флогер относится к мягким видам прелюдии и рабочим девайсам. Его преимущество в том, что им можно практически не сдерживаться при любого рода воздействиях в пределах безопасности. Такая длительная работа применяется, прежде всего, при разогреве (начале флагелляции). Для дополнительного комфорта имеется петля, которая одевается на руку.";"280131.jpg";"4.99";"319";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"ПЛЕТИ, СТЕКИ, ШЛЕПАЛКИ";"";"";"";"";"";"";"";"";"";"";"sLash";"280131-1.jpg";"280131-2.jpg";"";"";"";EOREOR
"280132";"no";"Флогер S&M Fancy Leather Floger, RED";"Флогер (многохвостая гладкая плеть) состоит из тонких полос мягкой телячьей кожи высокого качества. Ручка сформирована при помощи заклепок из нержавеющей стали. Данная плеть представляет собой эксклюзивный девайс с 12 хвостами. По толщине и структуре кожи этот флогер относится к мягким видам прелюдии и рабочим девайсам. Его преимущество в том, что им можно практически не сдерживаться при любого рода воздействиях в пределах безопасности. Такая длительная работа применяется, прежде всего, при разогреве (начале флагелляции). Для дополнительного комфорта имеется петля, которая одевается на руку.";"280132.jpg";"4.99";"319";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"ПЛЕТИ, СТЕКИ, ШЛЕПАЛКИ";"";"";"";"";"";"";"";"";"";"";"sLash";"280132-1.jpg";"280132-2.jpg";"";"";"";EOREOR
"DT20974";"no";"Анальный плаг MENZSTUFF MICRO NOVA";"Анальный стимулятор выполнен из силикона, очень гибкий и  легок в использовании.";"DT20974.jpg";"8.08";"517";"";"АНАЛЬНЫЕ ИГРУШКИ";"";"ПЛАГИ";"";"";"";"";"";"";"";"";"";"";"Dream Toys";"DT20974-1.jpg";"";"";"";"";EOREOR
"DT21002";"no";"Набор BONDX METAL CUFFS AND RIBBON, PURPLE";"Этот набор, состоящий из наручников и ленточного бондажа прекрасно подойдет как для начинающих, так и для опытных партнеров. Наручники легкие в использовании, соединены крепкой короткой цепью и снабжены двумя ключиками. Лента для бондажа не натирает и не повредит Вашу кожу.";"DT21002.jpg";"12.74";"815";"";"САДО-МАЗО, ФЕТИШ, БДСМ";"";"НАБОРЫ";"";"";"";"";"";"";"";"";"";"";"Dream Toys";"DT21002-1.jpg";"";"";"";"";EOREOR
"T280310";"no";"Насадка удлиняющая RENEGADE MANACONDA, FLESH";"Реалистичная удлиняющая насадка с вибрацией. Выполнена из качественного ТПЕ материала, очень эластичная и мягкая на ощупь. Совместима со всеми лубрикантами. 3 LR44 батарейки в комплекте.";"T280310.jpg";"13.99";"895";"";"НАСАДКИ";"";"";"";"";"";"";"";"";"";"";"";"";"NS Novelties";"T280310-1.jpg";"";"";"";"";EOREOR
"T280118";"no";"Анальная пробка LUNA BALLS SMALL, PINK";"Анальная пробка изготовлена из мягкого, но упругого, гипоаллергенного материала. Используйте ее для захватывающей стимуляции чувствительной области ануса. Мягко и эффективно вводится в анальное отверстие, благодаря своей форме, она обеспечивает нежное растяжение мышц ануса. Форма пробочки сделана таким образом, чтобы она не проскользнула внутрь и выскользнула во время акта наружу. Широкое основание-присоска позволяет крепить ее к любой гладкой ровной поверхности. ";"T280118.jpg";"7.52";"481";"";"АНАЛЬНЫЕ ИГРУШКИ";"";"ПЛАГИ";"";"";"";"";"";"";"";"";"";"";"NS Novelties";"T280118-1.jpg";"";"";"";"";EOREOR
"T840299";"yes";"RECHARGEABLE COCKRING & ANAL VIBE BLACK ";"<ul><li>Powerful vibrating butt plug & cock ring. </li><li>Penis and balls are cradled with two rings. </li><li>One ring for the penis, one ring for the balls. </li><li>Powered by a bullet. </li><li>Textured rings on plug for extra sensation. </li><li>Strip between ring & plug has perineum  pleasure nubs. </li><li>10 Powerful speeds & functions. </li><li>Compatible with most vibrating mens toys that use  bullets. </li><li>Rechargeable. </li><li>Waterproof. </li></ul>";"T840299.jpg";"24.19";"1548";"";"АНАЛЬНЫЕ ИГРУШКИ";"";"ВИБРАТОРЫ";"";"";"";"";"";"";"";"";"";"";"Zero Tolerance";"T840299-1.jpg";"";"";"";"";EOREOR
"T120187";"no";"Кукла DREAMY DOLL BULL DOG NICHOL LUNETTA";"Кукла в натуральную величину с 3D лицом, релистичным макияжем и прической. Имеет грудь и два отверстия для любовных игр.";"T120187.jpg";"40.24";"2575";"";"КУКЛЫ";"";"";"";"";"";"";"";"";"";"";"";"";"NMC";"T120187-1.jpg";"";"";"";"";EOREOR
